id,Date,State,Total Confirmed Cases,Total Deaths
2543,Tue 2/7,Maryland,1351058,16362
2544,Tue 2/7,Massachusetts,2200746,23771
2545,Tue 2/7,Michigan,3027032,41755
2546,Tue 2/7,Minnesota,1757399,14602
2547,Tue 2/7,Mississippi,981020,13257
2548,Tue 2/7,Missouri,1771768,23662
2549,Tue 2/7,Montana,326632,3659
2550,Tue 2/7,Nebraska,562238,4926
2551,Tue 2/7,Nevada,884189,12001
2552,Tue 2/7,New Hampshire,374531,2958
2553,Tue 2/7,New Jersey,3015666,35876
2554,Tue 2/7,New Mexico,665895,8998
2555,Tue 2/7,New York,6728037,78981
2556,Tue 2/7,North Carolina,3425789,29182
2557,Tue 2/7,North Dakota,283780,2496
2558,Tue 2/7,Northern Mariana Islands,13395,41
2559,Tue 2/7,Ohio,3356027,41536
2560,Tue 2/7,Oklahoma,1274911,16205
2561,Tue 2/7,Oregon,951465,9234
2562,Tue 2/7,Pennsylvania,3479345,49866
2563,Tue 2/7,Puerto Rico,1121162,5719
2564,Tue 2/7,Rhode Island,455841,3862
2565,Tue 2/7,South Carolina,1818546,19820
2566,Tue 2/7,South Dakota,274676,3172
2567,Tue 2/7,Tennessee,2414838,28689
2568,Tue 2/7,Texas,8262540,93537
2569,Tue 2/7,Utah,1082911,5259
2570,Tue 2/7,Vermont,150668,894
2571,Tue 2/7,Virgin Islands,24629,129
2572,Tue 2/7,Virginia,2269067,23550
2573,Tue 2/7,Washington,1909773,15480
2574,Tue 2/7,West Virginia,636240,7982
2575,Tue 2/7,Wisconsin,1987650,16216
2576,Tue 2/7,Wyoming,184251,1994
2577,Wed 2/8,Alabama,1627670,21363
2578,Wed 2/8,Alaska,305370,1426
2579,Wed 2/8,American Samoa,8320,34
2580,Wed 2/8,Arizona,2404386,32936
2581,Wed 2/8,Arkansas,998834,12909
2582,Wed 2/8,California,12010445,102623
2583,Wed 2/8,Colorado,1752384,14083
2584,Wed 2/8,Connecticut,970074,12037
2585,Wed 2/8,Delaware,327873,3288
2586,Wed 2/8,District of Columbia,176425,1422
2587,Wed 2/8,Florida,7440322,85710
2588,Wed 2/8,Georgia,2954862,40653
2589,Wed 2/8,Guam,61806,417
2590,Wed 2/8,Hawaii,369367,1802
2591,Wed 2/8,Idaho,516667,5392
2592,Wed 2/8,Illinois,4037121,41180
2593,Wed 2/8,Indiana,2033879,25902
2594,Wed 2/8,Iowa,897136,10627
2595,Wed 2/8,Kansas,930452,10101
2596,Wed 2/8,Kentucky,1698146,18020
2597,Wed 2/8,Louisiana,1555480,18624
2598,Wed 2/8,Maine,313189,2888
2599,Wed 2/8,Maryland,1351684,16374
2600,Wed 2/8,Massachusetts,2200746,23771
2601,Wed 2/8,Michigan,3027032,41755
2602,Wed 2/8,Minnesota,1757399,14602
2603,Wed 2/8,Mississippi,981020,13257
2604,Wed 2/8,Missouri,1772002,23663
2605,Wed 2/8,Montana,326632,3659
2606,Wed 2/8,Nebraska,562294,4927
2607,Wed 2/8,Nevada,884189,12024
2608,Wed 2/8,New Hampshire,374531,2962
2609,Wed 2/8,New Jersey,3017709,35885
2610,Wed 2/8,New Mexico,666074,9004
2611,Wed 2/8,New York,6730531,79017
2612,Wed 2/8,North Carolina,3438259,29279
2613,Wed 2/8,North Dakota,283780,2496
2614,Wed 2/8,Northern Mariana Islands,13395,41
2615,Wed 2/8,Ohio,3356027,41536
2616,Wed 2/8,Oklahoma,1274911,16205
2617,Wed 2/8,Oregon,954077,9253
2618,Wed 2/8,Pennsylvania,3490499,49994
2619,Wed 2/8,Puerto Rico,1122162,5724
2620,Wed 2/8,Rhode Island,455841,3862
2621,Wed 2/8,South Carolina,1818546,19820
2622,Wed 2/8,South Dakota,275672,3173
2623,Wed 2/8,Tennessee,2424863,28767
2624,Wed 2/8,Texas,8282728,93670
2625,Wed 2/8,Utah,1082911,5259
2626,Wed 2/8,Vermont,150985,901
2627,Wed 2/8,Virgin Islands,24649,129
2628,Wed 2/8,Virginia,2270323,23550
2629,Wed 2/8,Washington,1915286,15510
2630,Wed 2/8,West Virginia,636560,7988
2631,Wed 2/8,Wisconsin,1988518,16229
2632,Wed 2/8,Wyoming,184251,1994
2633,Thu 2/9,Alabama,1627670,21363
2634,Thu 2/9,Alaska,305370,1426
2635,Thu 2/9,American Samoa,8320,34
2636,Thu 2/9,Arizona,2404386,32936
2637,Thu 2/9,Arkansas,999053,12916
2638,Thu 2/9,California,12030850,102744
2639,Thu 2/9,Colorado,1753002,14085
2640,Thu 2/9,Connecticut,970422,12036
2641,Thu 2/9,Delaware,327873,3288
2642,Thu 2/9,District of Columbia,176845,1425
2643,Thu 2/9,Florida,7440322,85710
2644,Thu 2/9,Georgia,2954862,40653
2645,Thu 2/9,Guam,61806,417
2646,Thu 2/9,Hawaii,369367,1802
2647,Thu 2/9,Idaho,516693,5392
2648,Thu 2/9,Illinois,4047219,41261
2649,Thu 2/9,Indiana,2033879,25959
2650,Thu 2/9,Iowa,897136,10627
2651,Thu 2/9,Kansas,930452,10101
2652,Thu 2/9,Kentucky,1698146,18020
2653,Thu 2/9,Louisiana,1555480,18624
2654,Thu 2/9,Maine,313456,2894
2655,Thu 2/9,Maryland,1352432,16384
2656,Thu 2/9,Massachusetts,2206312,23901
2657,Thu 2/9,Michigan,3027032,41755
2658,Thu 2/9,Minnesota,1761893,14682
2659,Thu 2/9,Mississippi,981020,13257
2660,Thu 2/9,Missouri,1772170,23664
2661,Thu 2/9,Montana,326632,3659
2662,Thu 2/9,Nebraska,562371,4927
2663,Thu 2/9,Nevada,885425,12024
2664,Thu 2/9,New Hampshire,374983,2963
2665,Thu 2/9,New Jersey,3019724,35897
2666,Thu 2/9,New Mexico,666309,9009
2667,Thu 2/9,New York,6734154,79063
2668,Thu 2/9,North Carolina,3438259,29279
2669,Thu 2/9,North Dakota,283780,2505
2670,Thu 2/9,Northern Mariana Islands,13395,41
2671,Thu 2/9,Ohio,3364860,41601
2672,Thu 2/9,Oklahoma,1278295,16258
2673,Thu 2/9,Oregon,954077,9253
2674,Thu 2/9,Pennsylvania,3490499,49994
2675,Thu 2/9,Puerto Rico,1122950,5734
2676,Thu 2/9,Rhode Island,457162,3870
2677,Thu 2/9,South Carolina,1818546,19820
2678,Thu 2/9,South Dakota,275672,3173
2679,Thu 2/9,Tennessee,2424863,28767
2680,Thu 2/9,Texas,8282728,93682
2681,Thu 2/9,Utah,1084278,5270
2682,Thu 2/9,Vermont,150985,901
2683,Thu 2/9,Virgin Islands,24649,129
2684,Thu 2/9,Virginia,2271523,23550
2685,Thu 2/9,Washington,1915286,15553
2686,Thu 2/9,West Virginia,636849,8001
2687,Thu 2/9,Wisconsin,1989320,16232
2688,Thu 2/9,Wyoming,184251,1994
2689,Fri 2/10,Alabama,1627670,21363
2690,Fri 2/10,Alaska,305370,1426
2691,Fri 2/10,American Samoa,8320,34
2692,Fri 2/10,Arizona,2404386,32936
2693,Fri 2/10,Arkansas,999358,12924
2694,Fri 2/10,California,12032321,102767
2695,Fri 2/10,Colorado,1753691,14083
2696,Fri 2/10,Connecticut,970738,12036
2697,Fri 2/10,Delaware,327873,3288
2698,Fri 2/10,District of Columbia,176845,1425
2699,Fri 2/10,Florida,7440322,85710
2700,Fri 2/10,Georgia,2954862,40653
2701,Fri 2/10,Guam,61806,417
2702,Fri 2/10,Hawaii,369367,1802
2703,Fri 2/10,Idaho,516699,5392
2704,Fri 2/10,Illinois,4047264,41261
2705,Fri 2/10,Indiana,2033879,25959
2706,Fri 2/10,Iowa,897136,10627
2707,Fri 2/10,Kansas,930452,10119
2708,Fri 2/10,Kentucky,1698146,18020
2709,Fri 2/10,Louisiana,1555480,18624
2710,Fri 2/10,Maine,313642,2900
2711,Fri 2/10,Maryland,1353137,16391
2712,Fri 2/10,Massachusetts,2206312,23901
2713,Fri 2/10,Michigan,3027032,41755
2714,Fri 2/10,Minnesota,1761893,14682
2715,Fri 2/10,Mississippi,981020,13257
2716,Fri 2/10,Missouri,1772412,23665
2717,Fri 2/10,Montana,327313,3661
2718,Fri 2/10,Nebraska,563216,4948
2719,Fri 2/10,Nevada,885425,12024
2720,Fri 2/10,New Hampshire,374983,2963
2721,Fri 2/10,New Jersey,3021245,35904
2722,Fri 2/10,New Mexico,666445,9014
2723,Fri 2/10,New York,6737292,79081
2724,Fri 2/10,North Carolina,3438259,29279
2725,Fri 2/10,North Dakota,284627,2505
2726,Fri 2/10,Northern Mariana Islands,13395,41
2727,Fri 2/10,Ohio,3364860,41601
2728,Fri 2/10,Oklahoma,1278295,16258
2729,Fri 2/10,Oregon,954077,9253
2730,Fri 2/10,Pennsylvania,3490499,49994
2731,Fri 2/10,Puerto Rico,1123697,5740
2732,Fri 2/10,Rhode Island,457162,3870
2733,Fri 2/10,South Carolina,1818546,19820
2734,Fri 2/10,South Dakota,275672,3173
2735,Fri 2/10,Tennessee,2424863,28767
2736,Fri 2/10,Texas,8282728,93697
2737,Fri 2/10,Utah,1084278,5270
2738,Fri 2/10,Vermont,150985,901
2739,Fri 2/10,Virgin Islands,24649,129
2740,Fri 2/10,Virginia,2272871,23557
2741,Fri 2/10,Washington,1915286,15553
2742,Fri 2/10,West Virginia,637100,8005
2743,Fri 2/10,Wisconsin,1989983,16248
2744,Fri 2/10,Wyoming,184251,1994
2745,Sat 2/11,Alabama,1627670,21363
2746,Sat 2/11,Alaska,305370,1426
2747,Sat 2/11,American Samoa,8320,34
2748,Sat 2/11,Arizona,2404386,32936
2749,Sat 2/11,Arkansas,999596,12930
2750,Sat 2/11,California,12032321,102767
2751,Sat 2/11,Colorado,1753691,14083
2752,Sat 2/11,Connecticut,970738,12036
2753,Sat 2/11,Delaware,327873,3288
2754,Sat 2/11,District of Columbia,176845,1425
2755,Sat 2/11,Florida,7440322,85710
2756,Sat 2/11,Georgia,2954862,40653
2757,Sat 2/11,Guam,61806,417
2758,Sat 2/11,Hawaii,369367,1802
2759,Sat 2/11,Idaho,516699,5392
2760,Sat 2/11,Illinois,4047264,41261
2761,Sat 2/11,Indiana,2033879,25959
2762,Sat 2/11,Iowa,897136,10627
2763,Sat 2/11,Kansas,930452,10119
2764,Sat 2/11,Kentucky,1698146,18020
2765,Sat 2/11,Louisiana,1555480,18624
2766,Sat 2/11,Maine,313881,2905
2767,Sat 2/11,Maryland,1353137,16391
2768,Sat 2/11,Massachusetts,2206312,23901
2769,Sat 2/11,Michigan,3027032,41755
2770,Sat 2/11,Minnesota,1761893,14682
2771,Sat 2/11,Mississippi,981020,13257
2772,Sat 2/11,Missouri,1772411,23665
2773,Sat 2/11,Montana,327313,3661
2774,Sat 2/11,Nebraska,563216,4948
2775,Sat 2/11,Nevada,885425,12024
2776,Sat 2/11,New Hampshire,374983,2963
2777,Sat 2/11,New Jersey,3021245,35904
2778,Sat 2/11,New Mexico,666445,9014
2779,Sat 2/11,New York,6738718,79081
2780,Sat 2/11,North Carolina,3438259,29279
2781,Sat 2/11,North Dakota,284627,2505
2782,Sat 2/11,Northern Mariana Islands,13395,41
2783,Sat 2/11,Ohio,3364860,41601
2784,Sat 2/11,Oklahoma,1278295,16258
2785,Sat 2/11,Oregon,954077,9253
2786,Sat 2/11,Pennsylvania,3490499,49994
2787,Sat 2/11,Puerto Rico,1123697,5740
2788,Sat 2/11,Rhode Island,457162,3870
2789,Sat 2/11,South Carolina,1818546,19820
2790,Sat 2/11,South Dakota,275672,3173
2791,Sat 2/11,Tennessee,2424863,28767
2792,Sat 2/11,Texas,8282728,93697
2793,Sat 2/11,Utah,1084278,5270
2794,Sat 2/11,Vermont,150985,901
2795,Sat 2/11,Virgin Islands,24649,129
2796,Sat 2/11,Virginia,2272871,23557
2797,Sat 2/11,Washington,1915286,15553
2798,Sat 2/11,West Virginia,637100,8005
2799,Sat 2/11,Wisconsin,1989983,16248
2800,Sat 2/11,Wyoming,184251,1994
2801,Sun 2/12,Alabama,1627670,21363
2802,Sun 2/12,Alaska,305370,1426
2803,Sun 2/12,American Samoa,8320,34
2804,Sun 2/12,Arizona,2404386,32936
2805,Sun 2/12,Arkansas,999652,12930
2806,Sun 2/12,California,12032321,102767
2807,Sun 2/12,Colorado,1753691,14083
2808,Sun 2/12,Connecticut,971336,12036
2809,Sun 2/12,Delaware,327873,3288
2810,Sun 2/12,District of Columbia,176845,1425
2811,Sun 2/12,Florida,7440322,85710
2812,Sun 2/12,Georgia,2954862,40653
2813,Sun 2/12,Guam,61806,417
2814,Sun 2/12,Hawaii,369367,1802
2815,Sun 2/12,Idaho,516699,5392
2816,Sun 2/12,Illinois,4047264,41261
2817,Sun 2/12,Indiana,2033879,25959
2818,Sun 2/12,Iowa,897136,10627
2819,Sun 2/12,Kansas,930452,10119
2820,Sun 2/12,Kentucky,1698146,18020
2821,Sun 2/12,Louisiana,1555480,18624
2822,Sun 2/12,Maine,313881,2905
2823,Sun 2/12,Maryland,1353137,16391
2824,Sun 2/12,Massachusetts,2206312,23901
2825,Sun 2/12,Michigan,3027032,41755
2826,Sun 2/12,Minnesota,1761893,14682
2827,Sun 2/12,Mississippi,981020,13257
2828,Sun 2/12,Missouri,1772446,23666
2829,Sun 2/12,Montana,327313,3661
2830,Sun 2/12,Nebraska,563216,4948
2831,Sun 2/12,Nevada,885425,12024
2832,Sun 2/12,New Hampshire,374983,2963
2833,Sun 2/12,New Jersey,3021245,35904
2834,Sun 2/12,New Mexico,666445,9014
2835,Sun 2/12,New York,6739840,79081
2836,Sun 2/12,North Carolina,3438259,29279
2837,Sun 2/12,North Dakota,284627,2505
2838,Sun 2/12,Northern Mariana Islands,13395,41
2839,Sun 2/12,Ohio,3364860,41601
2840,Sun 2/12,Oklahoma,1278295,16258
2841,Sun 2/12,Oregon,954077,9253
2842,Sun 2/12,Pennsylvania,3490499,49994
2843,Sun 2/12,Puerto Rico,1124990,5750
2844,Sun 2/12,Rhode Island,457162,3870
2845,Sun 2/12,South Carolina,1818546,19820
2846,Sun 2/12,South Dakota,275672,3173
2847,Sun 2/12,Tennessee,2424863,28767
2848,Sun 2/12,Texas,8282728,93699
2849,Sun 2/12,Utah,1084278,5270
2850,Sun 2/12,Vermont,150985,901
2851,Sun 2/12,Virgin Islands,24672,129
2852,Sun 2/12,Virginia,2272871,23557
2853,Sun 2/12,Washington,1915286,15553
2854,Sun 2/12,West Virginia,637100,8005
2855,Sun 2/12,Wisconsin,1989983,16248
2856,Sun 2/12,Wyoming,184251,1994
2857,Mon 2/13,Alabama,1627670,21363
2858,Mon 2/13,Alaska,305370,1426
2859,Mon 2/13,American Samoa,8320,34
2860,Mon 2/13,Arizona,2404386,32936
2861,Mon 2/13,Arkansas,999652,12930
2862,Mon 2/13,California,12034630,102813
2863,Mon 2/13,Colorado,1754661,14089
2864,Mon 2/13,Connecticut,971466,12036
2865,Mon 2/13,Delaware,327873,3288
2866,Mon 2/13,District of Columbia,176845,1425
2867,Mon 2/13,Florida,7440322,85710
2868,Mon 2/13,Georgia,2954862,40653
2869,Mon 2/13,Guam,61875,418
2870,Mon 2/13,Hawaii,369367,1802
2871,Mon 2/13,Idaho,516705,5392
2872,Mon 2/13,Illinois,4047306,41261
2873,Mon 2/13,Indiana,2033879,25959
2874,Mon 2/13,Iowa,897136,10627
2875,Mon 2/13,Kansas,930487,10121
2876,Mon 2/13,Kentucky,1704713,18079
2877,Mon 2/13,Louisiana,1555480,18624
2878,Mon 2/13,Maine,313881,2905
2879,Mon 2/13,Maryland,1353835,16394
2880,Mon 2/13,Massachusetts,2206312,23901
2881,Mon 2/13,Michigan,3027032,41755
2882,Mon 2/13,Minnesota,1761893,14682
2883,Mon 2/13,Mississippi,981020,13257
2884,Mon 2/13,Missouri,1772865,23668
2885,Mon 2/13,Montana,327442,3661
2886,Mon 2/13,Nebraska,563340,4948
2887,Mon 2/13,Nevada,885425,12024
2888,Mon 2/13,New Hampshire,374983,2963
2889,Mon 2/13,New Jersey,3025609,35915
2890,Mon 2/13,New Mexico,666640,9017
2891,Mon 2/13,New York,6744066,79112
2892,Mon 2/13,North Carolina,3438259,29279
2893,Mon 2/13,North Dakota,284627,2505
2894,Mon 2/13,Northern Mariana Islands,13395,41
2895,Mon 2/13,Ohio,3364860,41601
2896,Mon 2/13,Oklahoma,1278295,16258
2897,Mon 2/13,Oregon,954077,9253
2898,Mon 2/13,Pennsylvania,3491219,49994
2899,Mon 2/13,Puerto Rico,1125287,5750
2900,Mon 2/13,Rhode Island,457162,3870
2901,Mon 2/13,South Carolina,1818546,19820
2902,Mon 2/13,South Dakota,275672,3173
2903,Mon 2/13,Tennessee,2424863,28767
2904,Mon 2/13,Texas,8282728,93710
2905,Mon 2/13,Utah,1084278,5270
2906,Mon 2/13,Vermont,150985,901
2907,Mon 2/13,Virgin Islands,24685,130
2908,Mon 2/13,Virginia,2275364,23589
2909,Mon 2/13,Washington,1915286,15553
2910,Mon 2/13,West Virginia,637762,8010
2911,Mon 2/13,Wisconsin,1989983,16248
2912,Mon 2/13,Wyoming,184251,1994
2913,Tue 2/14,Alabama,1627670,21363
2914,Tue 2/14,Alaska,306151,1426
2915,Tue 2/14,American Samoa,8320,34
2916,Tue 2/14,Arizona,2404386,32936
2917,Tue 2/14,Arkansas,999965,12935
2918,Tue 2/14,California,12035813,102842
2919,Tue 2/14,Colorado,1755153,14093
2920,Tue 2/14,Connecticut,971634,12036
2921,Tue 2/14,Delaware,327873,3288
2922,Tue 2/14,District of Columbia,176845,1425
2923,Tue 2/14,Florida,7440322,85710
2924,Tue 2/14,Georgia,2954862,40653
2925,Tue 2/14,Guam,61875,418
2926,Tue 2/14,Hawaii,369367,1802
2927,Tue 2/14,Idaho,516715,5392
2928,Tue 2/14,Illinois,4047306,41261
2929,Tue 2/14,Indiana,2033879,25959
2930,Tue 2/14,Iowa,897136,10627
2931,Tue 2/14,Kansas,930487,10121
2932,Tue 2/14,Kentucky,1704713,18079
2933,Tue 2/14,Louisiana,1555480,18624
2934,Tue 2/14,Maine,314118,2916
2935,Tue 2/14,Maryland,1355368,16408
2936,Tue 2/14,Massachusetts,2206312,23901
2937,Tue 2/14,Michigan,3033891,41813
2938,Tue 2/14,Minnesota,1761893,14682
2939,Tue 2/14,Mississippi,981020,13257
2940,Tue 2/14,Missouri,1776120,23695
2941,Tue 2/14,Montana,327442,3661
2942,Tue 2/14,Nebraska,563340,4948
2943,Tue 2/14,Nevada,885425,12024
2944,Tue 2/14,New Hampshire,375618,2972
2945,Tue 2/14,New Jersey,3026571,35925
2946,Tue 2/14,New Mexico,666948,9017
2947,Tue 2/14,New York,6746028,79141
2948,Tue 2/14,North Carolina,3438259,29279
2949,Tue 2/14,North Dakota,284627,2505
2950,Tue 2/14,Northern Mariana Islands,13395,41
2951,Tue 2/14,Ohio,3364860,41601
2952,Tue 2/14,Oklahoma,1278295,16258
2953,Tue 2/14,Oregon,954077,9253
2954,Tue 2/14,Pennsylvania,3491219,49994
2955,Tue 2/14,Puerto Rico,1125393,5759
2956,Tue 2/14,Rhode Island,457162,3870
2957,Tue 2/14,South Carolina,1823413,19863
2958,Tue 2/14,South Dakota,275672,3173
2959,Tue 2/14,Tennessee,2424863,28767
2960,Tue 2/14,Texas,8282728,93711
2961,Tue 2/14,Utah,1084278,5270
2962,Tue 2/14,Vermont,150985,901
2963,Tue 2/14,Virgin Islands,24690,130
2964,Tue 2/14,Virginia,2276380,23681
2965,Tue 2/14,Washington,1915286,15553
2966,Tue 2/14,West Virginia,638249,8012
2967,Tue 2/14,Wisconsin,1992076,16293
2968,Tue 2/14,Wyoming,184505,1996
2969,Wed 2/15,Alabama,1633743,21369
2970,Wed 2/15,Alaska,306151,1426
2971,Wed 2/15,American Samoa,8320,34
2972,Wed 2/15,Arizona,2407765,33003
2973,Wed 2/15,Arkansas,1000333,12941
2974,Wed 2/15,California,12037035,102875
2975,Wed 2/15,Colorado,1755718,14105
2976,Wed 2/15,Connecticut,972133,12061
2977,Wed 2/15,Delaware,327873,3288
2978,Wed 2/15,District of Columbia,176845,1425
2979,Wed 2/15,Florida,7440322,85710
2980,Wed 2/15,Georgia,2961073,40731
2981,Wed 2/15,Guam,61875,418
2982,Wed 2/15,Hawaii,369983,1819
2983,Wed 2/15,Idaho,517620,5402
2984,Wed 2/15,Illinois,4047422,41261
2985,Wed 2/15,Indiana,2038725,25959
2986,Wed 2/15,Iowa,898761,10655
2987,Wed 2/15,Kansas,932516,10121
2988,Wed 2/15,Kentucky,1704713,18079
2989,Wed 2/15,Louisiana,1560627,18666
2990,Wed 2/15,Maine,314118,2916
2991,Wed 2/15,Maryland,1355890,16420
2992,Wed 2/15,Massachusetts,2206312,23901
2993,Wed 2/15,Michigan,3033891,41813
2994,Wed 2/15,Minnesota,1761893,14682
2995,Wed 2/15,Mississippi,984614,13296
2996,Wed 2/15,Missouri,1776556,23696
2997,Wed 2/15,Montana,327442,3661
2998,Wed 2/15,Nebraska,563468,4951
2999,Wed 2/15,Nevada,885425,12033
3000,Wed 2/15,New Hampshire,375618,2973
3001,Wed 2/15,New Jersey,3028051,35935
3002,Wed 2/15,New Mexico,667148,9017
3003,Wed 2/15,New York,6748537,79170
3004,Wed 2/15,North Carolina,3449973,29326
3005,Wed 2/15,North Dakota,284627,2505
3006,Wed 2/15,Northern Mariana Islands,13395,41
3007,Wed 2/15,Ohio,3364860,41601
3008,Wed 2/15,Oklahoma,1278295,16258
3009,Wed 2/15,Oregon,956770,9299
3010,Wed 2/15,Pennsylvania,3501712,50127
3011,Wed 2/15,Puerto Rico,1126012,5762
3012,Wed 2/15,Rhode Island,457162,3870
3013,Wed 2/15,South Carolina,1823413,19863
3014,Wed 2/15,South Dakota,276655,3187
3015,Wed 2/15,Tennessee,2433283,28823
3016,Wed 2/15,Texas,8300794,93818
3017,Wed 2/15,Utah,1084278,5270
3018,Wed 2/15,Vermont,151477,910
3019,Wed 2/15,Virgin Islands,24690,130
3020,Wed 2/15,Virginia,2277445,23678
3021,Wed 2/15,Washington,1920195,15616
3022,Wed 2/15,West Virginia,638456,8012
3023,Wed 2/15,Wisconsin,1992859,16293
3024,Wed 2/15,Wyoming,184505,1996
3025,Thu 2/16,Alabama,1633743,21369
3026,Thu 2/16,Alaska,306151,1426
3027,Thu 2/16,American Samoa,8320,34
3028,Thu 2/16,Arizona,2407765,33003
3029,Thu 2/16,Arkansas,1000678,12946
3030,Thu 2/16,California,12058356,102996
3031,Thu 2/16,Colorado,1756300,14105
3032,Thu 2/16,Connecticut,972542,12070
3033,Thu 2/16,Delaware,328915,3308
3034,Thu 2/16,District of Columbia,177215,1426
3035,Thu 2/16,Florida,7440322,85710
3036,Thu 2/16,Georgia,2961073,40731
3037,Thu 2/16,Guam,61875,418
3038,Thu 2/16,Hawaii,369983,1819
3039,Thu 2/16,Idaho,517652,5402
3040,Thu 2/16,Illinois,4058063,41335
3041,Thu 2/16,Indiana,2038725,26003
3042,Thu 2/16,Iowa,898762,10655
3043,Thu 2/16,Kansas,932516,10121
3044,Thu 2/16,Kentucky,1704713,18079
3045,Thu 2/16,Louisiana,1560627,18666
3046,Thu 2/16,Maine,314118,2916
3047,Thu 2/16,Maryland,1356540,16431
3048,Thu 2/16,Massachusetts,2211790,24029
3049,Thu 2/16,Michigan,3033891,41813
3050,Thu 2/16,Minnesota,1766860,14742
3051,Thu 2/16,Mississippi,984614,13296
3052,Thu 2/16,Missouri,1776793,23696
3053,Thu 2/16,Montana,327442,3661
3054,Thu 2/16,Nebraska,563546,4952
3055,Thu 2/16,Nevada,886696,12033
3056,Thu 2/16,New Hampshire,375922,2974
3057,Thu 2/16,New Jersey,3029646,35949
3058,Thu 2/16,New Mexico,667335,9020
3059,Thu 2/16,New York,6751472,79186
3060,Thu 2/16,North Carolina,3449973,29326
3061,Thu 2/16,North Dakota,284627,2506
3062,Thu 2/16,Northern Mariana Islands,13395,41
3063,Thu 2/16,Ohio,3373859,41676
3064,Thu 2/16,Oklahoma,1281551,16292
3065,Thu 2/16,Oregon,956770,9299
3066,Thu 2/16,Pennsylvania,3501712,50127
3067,Thu 2/16,Puerto Rico,1126668,5764
3068,Thu 2/16,Rhode Island,458256,3878
3069,Thu 2/16,South Carolina,1823413,19863
3070,Thu 2/16,South Dakota,276655,3187
3071,Thu 2/16,Tennessee,2433283,28823
3072,Thu 2/16,Texas,8300794,93820
3073,Thu 2/16,Utah,1085826,5273
3074,Thu 2/16,Vermont,151477,910
3075,Thu 2/16,Virgin Islands,24690,130
3076,Thu 2/16,Virginia,2278596,23678
3077,Thu 2/16,Washington,1920195,15616
3078,Thu 2/16,West Virginia,638905,8023
3079,Thu 2/16,Wisconsin,1993773,16296
3080,Thu 2/16,Wyoming,184505,1996
3081,Fri 2/17,Alabama,1633743,21369
3082,Fri 2/17,Alaska,306151,1426
3083,Fri 2/17,American Samoa,8320,34
3084,Fri 2/17,Arizona,2407765,33003
3085,Fri 2/17,Arkansas,1000985,12952
3086,Fri 2/17,California,12059443,103015
3087,Fri 2/17,Colorado,1756489,14105
3088,Fri 2/17,Connecticut,972771,12078
3089,Fri 2/17,Delaware,328915,3308
3090,Fri 2/17,District of Columbia,177215,1426
3091,Fri 2/17,Florida,7473371,86294
3092,Fri 2/17,Georgia,2961073,40731
3093,Fri 2/17,Guam,61875,418
3094,Fri 2/17,Hawaii,369983,1819
3095,Fri 2/17,Idaho,517654,5402
3096,Fri 2/17,Illinois,4058087,41335
3097,Fri 2/17,Indiana,2038725,26003
3098,Fri 2/17,Iowa,898762,10655
3099,Fri 2/17,Kansas,932516,10153
3100,Fri 2/17,Kentucky,1704713,18079
3101,Fri 2/17,Louisiana,1560627,18666
3102,Fri 2/17,Maine,314118,2916
3103,Fri 2/17,Maryland,1357147,16438
3104,Fri 2/17,Massachusetts,2211790,24029
3105,Fri 2/17,Michigan,3033891,41813
3106,Fri 2/17,Minnesota,1766860,14742
3107,Fri 2/17,Mississippi,984614,13296
3108,Fri 2/17,Missouri,1776973,23701
3109,Fri 2/17,Montana,328005,3664
3110,Fri 2/17,Nebraska,564551,4966
3111,Fri 2/17,Nevada,886696,12033
3112,Fri 2/17,New Hampshire,375922,2974
3113,Fri 2/17,New Jersey,3032373,35956
3114,Fri 2/17,New Mexico,667506,9025
3115,Fri 2/17,New York,6753973,79203
3116,Fri 2/17,North Carolina,3449973,29326
3117,Fri 2/17,North Dakota,285380,2506
3118,Fri 2/17,Northern Mariana Islands,13395,41
3119,Fri 2/17,Ohio,3373859,41676
3120,Fri 2/17,Oklahoma,1281551,16292
3121,Fri 2/17,Oregon,956770,9299
3122,Fri 2/17,Pennsylvania,3501712,50127
3123,Fri 2/17,Puerto Rico,1127264,5768
3124,Fri 2/17,Rhode Island,458256,3878
3125,Fri 2/17,South Carolina,1823413,19863
3126,Fri 2/17,South Dakota,276655,3187
3127,Fri 2/17,Tennessee,2433283,28823
3128,Fri 2/17,Texas,8300794,93822
3129,Fri 2/17,Utah,1085826,5273
3130,Fri 2/17,Vermont,151477,910
3131,Fri 2/17,Virgin Islands,24705,130
3132,Fri 2/17,Virginia,2279706,23678
3133,Fri 2/17,Washington,1920195,15616
3134,Fri 2/17,West Virginia,639246,8024
3135,Fri 2/17,Wisconsin,1994408,16310
3136,Fri 2/17,Wyoming,184505,1996
3137,Sat 2/18,Alabama,1633743,21369
3138,Sat 2/18,Alaska,306151,1426
3139,Sat 2/18,American Samoa,8320,34
3140,Sat 2/18,Arizona,2407765,33003
3141,Sat 2/18,Arkansas,1002019,12956
3142,Sat 2/18,California,12059443,103015
3143,Sat 2/18,Colorado,1756489,14105
3144,Sat 2/18,Connecticut,972771,12078
3145,Sat 2/18,Delaware,328915,3308
3146,Sat 2/18,District of Columbia,177215,1426
3147,Sat 2/18,Florida,7473371,86294
3148,Sat 2/18,Georgia,2961073,40731
